# FRECHET
# genspc	taxon	samples	   llmt	 median	   rrmt	entropy	          a1         mu1      theta1      kappa1         mu2      theta2      kappa2          a2         mu3      theta3      kappa3       rRMSE        AIC         BIC
onchvolv	 M_Ne	 89476	     16	  256.4	   5567	-2.9064	  3.8689e-01  4.0871e+01  1.0300e+02  1.0908e+00 -4.4272e+02  6.7813e+02  5.0905e+00  6.9344e-05  1.1974e+06  1.1975e+06
oncofasc	 M_In	 1558	     37	 1886.0	  55002	-3.8886	  1.8780e-01  6.3744e+01  4.1120e+01  6.6924e-01 -7.9962e+02  2.4724e+03  1.7483e+00  6.4154e-04  2.7931e+04  2.7969e+04
onthtaur	 M_In	 3632	     22	   79.6	  75761	-2.8882	  5.2605e-01  3.8173e+01  1.5910e+01  3.0102e+00 -1.3508e+03  1.5476e+03  1.2737e+01  2.0619e-01 -7.9399e+02  3.3832e+03  1.2732e+00  4.4436e-04  4.8374e+04  4.8442e+04
ophidiss	 F_As	 29006	     16	   54.1	    843	-1.8349	  7.1735e-01  3.1506e+01  1.8568e+01  4.5138e+00 -6.6256e+00  8.5789e+01  1.7560e+00  3.2856e-04  2.4509e+05  2.4515e+05
ophipice	 F_As	 11025	     30	   70.1	   1169	-2.1805	  7.3882e-01  1.8474e+01  4.1886e+01  4.0499e+00 -1.0131e+02  2.4681e+02  2.4090e+00  4.3400e-04  1.1072e+05  1.1077e+05
ophipili	 F_As	 10480	     47	   68.7	    951	-2.1300	  8.9706e-01  3.8515e+01  2.2285e+01  1.7326e+00 -4.2207e+02  6.8915e+02  4.8581e+00  7.2746e-04  1.0278e+05  1.0283e+05
opishoaz	 M_Av	 122216	     30	 1092.6	  82746	-3.7906	  5.7568e-02  5.3711e+01  4.3474e+01  1.8649e+00 -1.4617e+02  9.8329e+02  1.1809e+00  2.3333e-05  2.1335e+06  2.1336e+06
opisvive	 M_Pl	 149877	     16	 1878.6	  46716	-3.8544	  8.1505e-02 -9.2260e+01  1.2895e+02  2.9006e+01 -1.6420e+00  1.9385e+02  7.4278e-01  2.1319e-01 -2.4949e+03  4.6222e+03  2.6289e+00  4.6996e-05  2.6764e+06  2.6765e+06
orciorca	 M_Mm	 176484	     30	 1352.7	 251241	-3.9425	  2.1682e-02  4.5028e+01  4.0430e+01  6.6169e+00  5.8263e+01  8.4203e+01  8.5654e-01  1.8097e-01 -1.3343e+02  1.3530e+03  9.7764e-01  1.6787e-05  3.1990e+06  3.1991e+06
oreonilo	 M_Fs	 252632	     16	  397.9	  50170	-3.3729	  2.5424e-01  3.6066e+01  5.4771e+01  3.6965e+00 -5.1816e+00  1.8440e+02  1.9606e+00  2.3562e-01 -1.4441e+02  1.0536e+03  1.1953e+00  2.0315e-05  3.9238e+06  3.9239e+06
ornianat	 M_Mm	 139545	     29	 1382.4	  98184	-3.8815	  1.4461e-01  6.8162e+01  7.1211e+01  7.9554e-01 -2.5595e+02  1.4073e+03  1.2326e+00  2.1163e-05  2.4939e+06  2.4940e+06
oropthom	 P_Mo	 99063	     23	  172.0	   5173	-2.8949	  3.5710e-01 -5.0223e+01  1.3891e+02  9.4626e+00 -8.8562e+01  2.7795e+02  1.9257e+00  4.5396e-01  2.0319e+01  6.3893e+02  1.9164e+00  6.9831e-05  1.3206e+06  1.3207e+06
orpispec	 F_Ne	 34970	     21	  135.4	    777	-2.4186	  1.0956e-02 -3.7642e+02  4.1389e+02  3.0000e+01 -3.3018e+00  1.2130e+02  2.8391e+00  2.2200e-04  3.8943e+05  3.8949e+05
orusabie	 M_In	 65386	     30	  125.1	  56535	-2.9176	  4.5987e-01 -1.1423e+01  8.7950e+01  6.3241e+00  1.7991e+01  2.2610e+02  9.1016e-01  5.0767e-01  6.0703e+02  2.1679e+03  9.0375e-01  9.1833e-05  8.7850e+05  8.7860e+05
oryccuni	 M_Mm	 160794	     22	 1663.0	 316580	-4.0330	  2.2158e-01  6.6189e+01  7.3982e+01  6.9195e-01 -2.0799e+02  1.7276e+03  9.9609e-01  2.0259e-05  2.9814e+06  2.9814e+06
oryzbrac	 P_Mo	 114899	     30	  165.2	   5759	-2.8710	  5.1357e-01  3.6685e+01  5.3945e+01  2.9231e+00 -1.8830e+02  5.9655e+02  1.9886e+00  6.4331e-05  1.5188e+06  1.5188e+06
oryzlati	 M_Fs	 211142	     28	  307.5	  38979	-3.2608	  3.0773e-01  2.6639e+01  5.2835e+01  4.8834e+00 -1.8646e+01  1.7159e+02  2.1653e+00  2.1371e-01 -1.9638e+02  1.1511e+03  1.2917e+00  2.5281e-05  3.1705e+06  3.1706e+06
oryzsati	 P_Mo	 141142	     21	  166.0	   3863	-2.8638	  3.8591e-01  2.8144e+01  6.0096e+01  4.0088e+00 -4.6029e+01  2.0385e+02  1.7233e+00  3.1349e-01 -4.4494e+02  9.5693e+02  3.0426e+00  6.0455e-05  1.8613e+06  1.8614e+06
ostrluci	 P_Ch	 1930	     24	  112.3	   1131	-2.4971	  1.5210e-01 -2.2978e+01  7.2265e+01  2.1247e+01 -5.9257e+01  1.6006e+02  2.5569e+00  1.8433e-03  2.2206e+04  2.2245e+04
ostrtaur	 P_Ch	 6086	     28	   52.5	    521	-2.0955	  2.8293e-01  2.8851e+01  3.6999e+00  1.3561e+00  1.8271e+01  3.1187e+01  2.0220e+00  5.5128e-01 -2.4071e+02  3.7605e+02  5.8531e+00  2.5891e-03  5.8741e+04  5.8815e+04
otolgarn	 M_Mm	 170197	     30	 1509.2	 151801	-3.9360	  5.0952e-02 -2.4965e+02  3.3564e+02  3.0000e+01  2.0608e+01  1.5648e+02  1.5061e+00  1.4028e-01 -2.6614e+02  1.6297e+03  1.1208e+00  1.8775e-05  3.0985e+06  3.0986e+06
ovisarie	 M_Mm	 191071	     19	 1516.5	 305621	-4.0084	  1.5748e-01  6.5194e+01  5.5517e+01  8.0621e-01 -1.8158e+02  1.4490e+03  9.6316e-01  1.7269e-05  3.5248e+06  3.5249e+06
oxyttrif	 O_Al	 40519	     23	   68.6	    614	-2.2149	  3.4442e-01 -1.3387e+01  4.9054e+01  1.2777e+01 -3.0613e+01  1.1262e+02  2.7934e+00  6.5558e-01 -1.1039e+02  2.5148e+02  2.3575e+00  1.3973e-03  4.1294e+05  4.1303e+05
pachtann	 F_As	 1802	     19	   96.6	   2721	-2.4253	  5.2841e-01 -1.0963e+00  7.1324e+01  1.2784e+00 -4.7641e+02  5.6540e+02  3.0000e+01  1.7451e-03  2.0116e+04  2.0154e+04
pachvenu	 M_In	 13385	     16	 1078.4	 132288	-3.8026	  5.6329e-12 -2.4443e+02  5.4041e+02  1.1232e+02 -1.8346e+02  8.2565e+02  9.8638e-01  5.1123e-01  1.9063e+02  6.9237e+02  1.0897e+00  1.2354e-04  2.3529e+05  2.3538e+05
pan_pani	 M_Mm	 211448	     29	 1669.4	 287327	-4.0309	  2.2161e-01  6.4149e+01  8.0442e+01  7.0935e-01 -2.1335e+02  1.7525e+03  1.0173e+00  1.8148e-05  3.9190e+06  3.9190e+06
pan_trog	 M_Mm	 205886	     19	 1821.3	 350688	-4.0794	  2.0499e-01  6.5181e+01  8.2390e+01  6.9517e-01 -2.1151e+02  1.8317e+03  9.8896e-01  1.6587e-05  3.8616e+06  3.8617e+06
panestip	 F_Ba	 79216	     16	   53.0	    483	-1.5230	  9.0443e-01 -3.0228e+01  8.0875e+01  1.8901e+01 -2.2668e+01  8.1976e+01  2.3642e+00  8.6918e-02  7.3952e+01  1.9948e+02  7.4856e-01  3.7821e-04  5.5555e+05  5.5565e+05
panihall	 P_Mo	 141996	     23	  140.8	   4203	-2.8213	  4.1752e-01  2.6342e+01  6.3332e+01  4.1232e+00 -3.9487e+01  1.9065e+02  1.5127e+00  3.5000e-01 -4.1076e+02  9.4960e+02  3.0691e+00  5.9253e-05  1.8444e+06  1.8445e+06
panivirg	 P_Mo	 307419	     16	  137.8	   5900	-2.8449	  5.2835e-02 -1.4793e+02  1.8724e+02  1.2464e+01  3.3927e+01  5.7281e+01  2.9577e+00  5.1073e-01 -1.2789e+02  4.9661e+02  1.7881e+00  4.8188e-05  4.0271e+06  4.0272e+06
panthodg	 M_Mm	 172058	     27	 1325.2	 125743	-3.9009	  1.0108e-01  6.1788e+01  3.5012e+01  1.3302e+00 -2.9730e+02  5.7645e+02  2.9421e+00  1.5575e-01 -3.2940e+02  1.7806e+03  1.1734e+00  1.8400e-05  3.0978e+06  3.0979e+06
panttigr	 M_Mm	 167438	     18	 1525.6	 144082	-3.9520	  9.4632e-02  6.2194e+01  3.7114e+01  1.3501e+00 -2.9920e+02  5.7449e+02  3.9038e+00  1.0464e-01 -3.2135e+02  1.7843e+03  1.1547e+00  1.6576e-05  3.0578e+06  3.0579e+06
panurudi	 F_Ba	 83142	     16	   58.4	    382	-1.6805	  8.7133e-01  1.5188e+01  3.9847e+01  7.2011e+00 -4.0071e+01  1.1709e+02  2.5160e+00  3.0024e-04  6.4318e+05  6.4324e+05
papianub	 M_Mm	 226137	     21	 1716.5	 282973	-4.0391	  2.3069e-01  6.3486e+01  8.7338e+01  7.0454e-01 -2.4503e+02  1.8466e+03  1.0335e+00  1.7956e-05  4.1985e+06  4.1986e+06
papimach	 M_In	 82187	     29	  324.3	  30218	-3.2284	  1.0465e-01  3.6211e+01  4.1611e+01  5.0687e+00  3.5606e+00  2.6775e+02  1.0971e+00  5.3877e-05  1.2240e+06  1.2241e+06
papipoly	 M_In	 78814	     31	  400.7	 262013	-3.2989	  4.4618e-01  6.1996e+01  6.6165e+01  5.4151e-01 -1.7048e+02  5.5660e+02  2.2707e+00  7.5017e-05  1.1963e+06  1.1964e+06
papixuth	 M_In	 94387	     18	  311.8	  28504	-3.2048	  1.0799e-01  1.5086e+01  6.2194e+01  7.9147e+00  9.3360e+00  2.5466e+02  1.0983e+00  6.1449e-05  1.3976e+06  1.3977e+06
parabras	 F_As	 19452	     16	   87.7	   1447	-2.3800	  5.6851e-01  1.5101e+01  5.4404e+01  3.3451e+00 -4.6402e+01  1.5200e+02  1.9492e+00  2.7792e-04  2.1318e+05  2.1324e+05
paraequo	 M_Ne	 27140	     16	  527.4	   4258	-3.2473	  1.5139e-01 -5.6416e+00  7.2821e+01  1.3024e+00 -6.2925e+02  1.1132e+03  3.5790e+00  1.2524e-04  4.0593e+05  4.0599e+05
paraspor	 F_As	 28441	     16	   54.8	    586	-1.8573	  6.7829e-01  2.7227e+01  2.2906e+01  5.5545e+00 -2.1084e+01  1.0101e+02  2.3168e+00  4.7757e-04  2.4328e+05  2.4334e+05
paratepi	 M_Ar	 120713	     17	 1955.4	  62087	-3.9385	  9.4068e-02  6.3015e+01  2.6624e+01  1.2649e+00 -4.8914e+02  2.1315e+03  1.5380e+00  2.8352e-05  2.1917e+06  2.1917e+06
paratetr	 O_Al	 74862	     16	   25.5	     42	-1.0395	  3.0196e-08 -3.4464e+03  3.4659e+03  8.2282e+02  1.1061e+01  1.2883e+01  6.2677e+00  9.9888e-01 -2.7029e+02  1.4021e+03  1.0421e-01  1.1843e-02  3.5599e+05  3.5609e+05
paratric	 M_Ne	 19827	     18	   48.5	   4491	-2.0986	  7.0048e-01 -5.0062e+01  9.2699e+01  1.8771e+01 -4.1048e+00  7.6959e+01  1.9637e+00  1.0188e-01 -1.3408e+01  2.8079e+02  1.3229e+00  1.9544e-04  1.9343e+05  1.9352e+05
parumajo	 M_Av	 183416	     28	  962.6	 145255	-3.7872	  1.1065e-01  5.5615e+01  3.8122e+01  1.4858e+00 -5.0355e+01  8.4551e+02  1.0062e+00  1.8127e-05  3.1975e+06  3.1976e+06
pateatra	 F_As	 24183	     19	   58.2	    785	-1.9517	  6.7973e-01  3.3055e+01  1.9495e+01  3.6353e+00 -1.4829e+01  9.8392e+01  1.9819e+00  3.8947e-04  2.1732e+05  2.1738e+05
paxiinvo	 F_Ba	 80782	     16	   56.1	   1736	-1.7247	  8.6398e-01  2.2193e+01  3.0694e+01  6.0387e+00  4.9795e+00  7.7478e+01  1.0573e+00  2.2900e-04  6.4132e+05  6.4139e+05
paxirubi	 F_Ba	 135697	     16	   58.4	    777	-1.8835	  7.7500e-01  2.5352e+01  2.8324e+01  4.5840e+00 -1.8630e+01  1.0287e+02  1.8552e+00  1.6297e-04  1.1767e+06  1.1768e+06
pedihuma	 M_In	 120117	     16	   93.1	   6194	-2.4378	  6.1114e-01  1.3608e+01  6.7007e+01  6.3474e+00 -2.4713e+01  1.8882e+02  1.2440e+00  1.4021e-04  1.3480e+06  1.3480e+06
pelecris	 M_Av	 111738	     30	  962.0	  33663	-3.6564	  8.7923e-02  6.5016e+01  4.0889e+01  1.0732e+00 -2.3000e+02  1.0113e+03  1.4854e+00  2.8507e-05  1.8811e+06  1.8811e+06
pelosine	 M_Rp	 169187	     30	 1952.1	 231550	-4.0816	  7.0899e-02  6.9871e+01  4.8850e+01  7.6583e-01 -2.4288e+02  1.6783e+03  1.0641e+00  1.5769e-05  3.1782e+06  3.1783e+06
penibila	 F_As	 31314	     16	   63.9	    741	-1.9467	  1.5493e-01 -9.1451e+00  7.5574e+01  1.4990e+00  3.3510e+01  2.5314e+01  2.6883e+00  3.1715e-04  2.8059e+05  2.8065e+05
penibrev	 F_As	 27899	     16	   57.4	    509	-1.7704	  8.4482e-01  2.8603e+01  2.4699e+01  3.9930e+00 -1.0758e+01  8.9037e+01  1.9389e+00  4.7459e-04  2.2744e+05  2.2750e+05
penicane	 F_As	 27579	     17	   57.9	    570	-1.8048	  8.3253e-01  3.2101e+01  2.1473e+01  3.3494e+00 -6.1234e+00  8.3029e+01  1.8064e+00  4.0973e-04  2.2922e+05  2.2928e+05
penichry	 F_As	 23916	     17	   60.2	    692	-1.9336	  7.0189e-01  2.5409e+01  2.9411e+01  4.6007e+00 -9.3955e+00  8.4044e+01  1.9226e+00  3.9426e-04  2.1296e+05  2.1301e+05
penidigi	 F_As	 15044	     16	   60.1	    580	-1.8453	  8.2496e-01  2.5311e+01  3.0074e+01  4.5079e+00 -3.1932e+01  1.2908e+02  2.2753e+00  6.2017e-04  1.2784e+05  1.2790e+05
peniexpa	 F_As	 26084	     17	   60.0	    537	-1.8250	  8.2511e-01  2.7873e+01  2.7552e+01  4.0203e+00 -1.0453e+01  8.9298e+01  1.9541e+00  3.8349e-04  2.1920e+05  2.1926e+05
penifell	 F_As	 25307	     19	   59.9	    570	-1.8255	  8.6358e-01  3.2350e+01  2.3267e+01  3.2321e+00 -2.6112e+01  1.0192e+02  1.8648e+00  4.0149e-04  2.1269e+05  2.1275e+05
peniglab	 F_As	 28490	     17	   59.0	    572	-1.8216	  8.5173e-01  3.2076e+01  2.2769e+01  3.3063e+00 -2.4939e+01  1.0139e+02  1.9055e+00  4.0358e-04  2.3894e+05  2.3900e+05
penijant	 F_As	 28925	     18	   64.6	    776	-1.9543	  7.9472e-01  2.9244e+01  2.9547e+01  3.4177e+00 -6.7545e+00  8.8251e+01  1.6975e+00  2.8174e-04  2.6030e+05  2.6036e+05
penilano	 F_As	 24409	     19	   59.8	    520	-1.8508	  8.2555e-01  3.2652e+01  2.2678e+01  3.2470e+00 -3.5876e+01  1.1044e+02  2.1952e+00  4.2836e-04  2.0800e+05  2.0806e+05
penioxal	 F_As	 19200	     29	   76.1	    954	-2.1224	  8.5301e-02  1.8433e+01  4.8090e+01  1.0827e+00  3.6224e+01  3.2294e+01  1.8894e+00  3.1567e-04  1.8766e+05  1.8772e+05
penirais	 F_As	 26895	     16	   58.1	    533	-1.7999	  8.4156e-01  3.1575e+01  2.2253e+01  3.4268e+00 -1.2217e+01  9.1942e+01  1.9348e+00  4.3062e-04  2.2293e+05  2.2298e+05
perimacr	 F_As	 35547	     16	   60.3	    882	-2.0050	  5.9500e-01  2.2685e+01  3.0053e+01  5.3973e+00 -3.1560e+02  3.9153e+02  1.2281e+01  3.5436e-01  1.2298e+02  1.3126e+02  1.2903e+00  2.9755e-04  3.2834e+05  3.2843e+05
perkmari	 O_Al	 105897	     18	   50.9	   1549	-2.0732	  6.2878e-01  1.1384e+01  3.4265e+01  8.5845e+00 -8.1257e+01  1.5524e+02  3.9154e+00  2.0848e-01  2.0373e+01  2.4830e+02  1.9102e+00  4.5688e-04  1.0017e+06  1.0018e+06
peromani	 M_Mm	 202546	     26	 1480.0	 151801	-3.9360	  5.0952e-02 -2.4965e+02  3.3564e+02  3.0000e+01  2.0608e+01  1.5648e+02  1.5061e+00  1.4028e-01 -2.6614e+02  1.6297e+03  1.1208e+00  1.5684e-05  3.6831e+06  3.6833e+06
phaealeo	 F_As	 15475	     47	   61.5	    725	-1.9755	  8.8868e-01  4.1873e+01  1.4347e+01  1.7280e+00 -3.8212e+03  4.0674e+03  3.0000e+01  7.7532e-04  1.4082e+05  1.4087e+05
phaelept	 M_Av	 114111	     24	  958.7	  36242	-3.6629	  8.6742e-02  6.2977e+01  4.0480e+01  1.1797e+00 -2.1657e+02  9.9408e+02  1.4465e+00  2.7415e-05  1.9245e+06  1.9246e+06
phaetric	 O_St	 7473	     16	   90.7	   2035	-2.3816	  2.6399e-01 -4.5475e-01  5.3221e+01  1.3071e+00  5.5399e+01  2.9877e+01  1.3320e+00  5.7046e-04  8.1896e+04  8.1944e+04
phalcarb	 M_Av	 104269	     30	  997.2	  35559	-3.6759	  7.2176e-02  6.4532e+01  3.8480e+01  1.1757e+00 -2.3723e+02  1.0334e+03  1.4740e+00  2.9846e-05  1.7650e+06  1.7650e+06
phancarn	 F_Ba	 74327	     16	   55.5	    751	-1.5840	  8.8770e-01  6.9204e+00  4.5968e+01  1.0598e+01  1.7920e+00  6.8775e+01  1.2933e+00  3.0296e-04  5.4198e+05  5.4205e+05
phanchry	 F_Ba	 72031	     16	   54.9	    381	-1.5269	  9.0717e-01  1.9420e+01  3.3040e+01  7.8507e+00 -1.4903e+01  8.4561e+01  1.8751e+00  4.9479e-04  5.0628e+05  5.0634e+05
phasvulg	 P_Eu	 133859	     17	  210.8	   6586	-2.9681	  3.8153e-01  4.0899e+01  5.0128e+01  2.9323e+00 -7.8211e+01  3.3642e+02  1.5742e+00  4.5120e-01 -4.2362e+02  1.0626e+03  2.7576e+00  4.8999e-05  1.8296e+06  1.8297e+06
phlebrev	 F_Ba	 81273	     16	   56.3	    825	-1.6578	  8.7066e-01  1.4198e+01  3.9112e+01  8.2349e+00 -4.6590e+00  8.4713e+01  1.4171e+00  2.4073e-04  6.2030e+05  6.2036e+05
phlegiga	 F_Ba	 61464	     17	   54.5	    456	-1.5091	  8.9732e-01 -4.9242e+01  1.0143e+02  2.5782e+01 -1.0001e+01  8.3263e+01  1.7396e+00  4.0874e-04  4.2709e+05  4.2716e+05
phlepapa	 M_In	 5268	     18	   92.8	  20180	-2.9483	  5.2015e-01  3.4968e+01  2.9331e+01  3.7342e+00 -1.6731e+01  2.2084e+02  1.1923e+00  2.2772e-01 -1.1626e+03  4.8317e+03  2.7913e+00  3.7164e-04  7.1533e+04  7.1605e+04
phoedact	 P_Mo	 134665	     28	  309.4	  20761	-3.2590	  5.1279e-01  5.5279e+01  4.3880e+01  1.4532e+00 -5.7995e+02  1.6016e+03  1.7715e+00  5.4883e-05  2.0228e+06  2.0229e+06
phomtrac	 F_As	 25904	     17	   56.4	    635	-1.9126	  6.7007e-01  3.3740e+01  1.7409e+01  3.6167e+00 -1.8843e+01  9.7557e+01  2.1986e+00  3.6213e-04  2.2814e+05  2.2820e+05
phycblak	 F_Fu	 58522	     18	   89.2	   1520	-2.3652	  9.8616e-02  6.4728e+00  4.4517e+01  1.2979e+00  3.1231e+01  4.6940e+01  1.5671e+00  1.8584e-04  6.3745e+05  6.3751e+05
phylcitr	 F_As	 23435	     17	   57.6	    713	-1.9715	  6.6027e-01  3.0774e+01  2.0461e+01  3.7362e+00 -1.9339e+01  1.0351e+02  2.1520e+00  3.6940e-04  2.1275e+05  2.1281e+05
physcato	 M_Mm	 176517	     30	 1343.0	 133602	-3.8934	  6.4267e-02 -2.3461e+01  1.1221e+02  9.1189e+00  1.5852e+01  2.0430e+02  1.5037e+00  1.5594e-01 -2.3114e+02  1.5388e+03  1.1305e+00  1.6598e-05  3.1688e+06  3.1689e+06
physpate	 P_Fu	 131673	     16	  214.2	   1734	-2.7301	  7.0401e-01  1.4697e+01  1.5580e+02  2.2041e+00 -2.8000e+02  4.8091e+02  3.7043e+00  1.1154e-04  1.6555e+06  1.6556e+06
phytcaps	 O_St	 6597	     28	   68.0	    532	-1.6708	  9.0011e-01 -1.3305e+02  1.9731e+02  3.0000e+01  1.8217e+01  6.4935e+01  1.8542e+00  9.6628e-02 -2.8673e+03  6.4095e+03  1.3195e+00  1.0720e-03  5.0758e+04  5.0833e+04
phytcinn	 O_St	 15124	     25	   76.6	    295	-1.7614	  9.3726e-01 -1.3650e+02  2.0858e+02  2.2591e+01 -1.1226e+03  1.2228e+03  3.0000e+01  5.8059e-02 -1.7140e+03  3.0494e+03  2.2415e+00  6.8551e-04  1.2262e+05  1.2270e+05
phytinfe	 O_St	 21339	     17	   73.0	   1511	-2.2735	  4.4953e-01 -7.0070e+01  1.2832e+02  7.2925e+00  3.0488e+01  3.6093e+01  5.0761e+00  3.2212e-01 -1.1228e+02  3.0611e+02  2.2843e+00  7.3588e-04  2.2321e+05  2.2329e+05
phytkern	 O_St	 26104	     29	  105.7	   1644	-2.6063	  1.2547e-01  2.1628e+01  2.3755e+01  1.2932e+00 -1.0798e+02  1.8298e+02  1.7136e+01  3.9441e-01 -2.0234e+02  4.1871e+02  3.1485e+00  4.2521e-04  3.1313e+05  3.1322e+05
phytlate	 O_St	 22866	     29	   84.6	   1657	-2.4921	  1.2036e-01  2.2489e+01  2.0402e+01  1.2977e+00 -1.3570e+02  2.0376e+02  2.3423e+01  4.5131e-01 -1.2235e+02  3.1685e+02  2.6256e+00  2.9148e-04  2.6214e+05  2.6223e+05
phytpara	 O_St	 27193	     17	   70.4	   1220	-1.9499	  7.6640e-01 -1.5435e+02  2.1989e+02  3.0000e+01 -1.2170e+01  9.7444e+01  1.5106e+00  3.5947e-04  2.4377e+05  2.4383e+05
phytramo	 O_St	 23888	     19	   74.7	   1310	-2.2736	  2.2810e-01  1.2785e+01  2.7143e+01  1.0577e+00 -1.4389e+02  2.1197e+02  2.5607e+01  5.2498e-01 -1.2083e+02  2.5895e+02  3.1073e+00  4.6144e-04  2.4994e+05  2.5003e+05
phytsoja	 O_St	 33003	     17	   78.8	   1165	-2.3370	  2.9448e-01  1.1022e+01  2.8609e+01  1.1791e+00 -1.4245e+02  2.1461e+02  2.4877e+01  4.2082e-01 -1.2582e+02  2.5538e+02  3.3452e+00  3.8177e-04  3.5485e+05  3.5495e+05
pichmemb	 F_As	 1129	     20	  111.6	   3787	-2.6816	  1.0000e+00 -7.4000e+00  9.5560e+01  1.4385e+00  2.7833e-03  1.3947e+04  1.3962e+04
pichpast	 F_As	 535	     21	   63.0	    948	-2.1871	  6.0682e-01 -9.7582e+00  7.9117e+01  1.9230e+00  7.7564e+00  4.5977e+01  7.6170e+00  3.4835e-03  5.4007e+03  5.4307e+03
pichstip	 F_As	 2390	     16	   66.1	   2678	-2.4266	  1.0000e+00  2.7926e+00  4.6252e+01  1.3051e+00  4.7517e-03  2.6661e+04  2.6678e+04
picopube	 M_Av	 127146	     18	 1060.4	  67467	-3.7566	  9.7136e-02  5.6357e+01  4.2275e+01  1.4819e+00 -1.6886e+02  1.0343e+03  1.2424e+00  2.4059e-05  2.1999e+06  2.2000e+06
piedhort	 F_As	 7744	     19	   50.1	    649	-1.7239	  7.3762e-01  6.3483e+00  4.0970e+01  1.0780e+01 -4.2813e+00  5.9557e+01  1.6498e+00  7.4981e-04  6.1451e+04  6.1500e+04
pilocroc	 F_Ba	 172390	     16	   59.2	    895	-1.8270	  8.0529e-01  2.3611e+00  5.2582e+01  8.8124e+00 -1.6450e+01  1.0372e+02  1.8366e+00  1.9325e-01  2.5067e+02  2.2259e+03  6.5700e+00  1.1095e-04  1.4516e+06  1.4517e+06
piriindi	 F_Ba	 48234	     16	   48.8	    306	-1.4627	  8.8579e-01  2.7382e+01  1.9342e+01  5.9653e+00 -2.5132e+01  9.3320e+01  2.4542e+00  6.6197e-04  3.2476e+05  3.2482e+05
pirospec	 F_Ne	 28814	     20	  126.3	   3502	-2.5682	  1.5286e-01  1.1112e+01  4.7399e+01  1.1332e+00  3.1493e+01  7.8660e+01  2.2747e+00  7.5835e-01 -2.4812e+01  3.6817e+02  1.3973e+00  1.8356e-04  3.4073e+05  3.4082e+05
pisomicr	 F_Ba	 118268	     16	   57.4	   1453	-1.8464	  8.0970e-01  2.9275e+01  2.3561e+01  3.9053e+00 -6.5149e+00  8.9051e+01  1.6054e+00  1.8739e-01  2.9436e+02  2.1731e+03  4.2195e+00  2.1761e-04  1.0114e+06  1.0115e+06
pisotinc	 F_Ba	 168609	     16	   58.0	   1135	-1.8933	  8.0992e-01  3.1458e+01  2.1996e+01  3.2885e+00 -3.8307e+00  8.9408e+01  1.4246e+00  2.1593e-04  1.4698e+06  1.4699e+06
plasberg	 O_Al	 11464	     16	  133.6	    864	-2.4238	  5.7084e-02 -2.9521e+02  3.4290e+02  1.6160e+01  2.5814e+01  9.2836e+01  2.3799e+00  5.6912e-04  1.2797e+05  1.2802e+05
plasbras	 O_Rh	 34622	     25	   56.9	    206	-1.4373	  3.0975e-02  1.8633e+01  3.9948e+01  1.1230e+00 -8.7818e+01  1.4225e+02  3.0000e+01  9.9523e-04  2.2803e+05  2.2809e+05
plaschab	 O_Al	 13543	     16	  123.9	    747	-2.3400	  9.5228e-02 -8.9610e+01  1.5284e+02  4.5034e+00  4.2100e+01  6.9921e+01  2.2527e+00  7.0498e-04  1.4591e+05  1.4597e+05
plascyno	 O_Al	 17250	     16	  172.9	   1082	-2.6224	  1.0352e-01  1.1022e+01  2.5651e+01  1.5390e+00 -1.4506e+02  3.0283e+02  3.3745e+00  5.2610e-01 -1.4329e+02  3.0238e+02  7.7889e+00  4.8688e-04  2.0833e+05  2.0841e+05
plasfalc	 O_Al	 14959	     16	  143.8	   2690	-2.5235	  1.9386e-01 -2.5471e+01  1.4653e+02  1.2497e+00 -1.6642e+01  1.4165e+02  3.6256e+00  3.0017e-04  1.7380e+05  1.7385e+05
plasfrag	 O_Al	 9384	     17	  165.5	   3024	-2.5549	  7.3467e-01 -8.9813e+02  1.0389e+03  2.9999e+01 -7.6319e+01  2.8841e+02  1.6684e+00  4.4100e-04  1.1046e+05  1.1051e+05
plasgall	 O_Al	 24	     66	  160.0	   6559	-2.6559	  1.0000e+00  4.5944e+01  6.5091e+01  1.1498e+00  4.0394e-02  2.9752e+02  3.0105e+02
plasinui	 O_Al	 8064	     21	  167.9	   1687	-2.4871	  2.0050e-01 -5.4108e+01  2.0271e+02  1.7106e+00 -4.5537e+02  6.0553e+02  1.5161e+01  4.3422e-04  9.2360e+04  9.2409e+04
plasknow	 O_Al	 8139	     21	  169.6	   1702	-2.4822	  8.9062e-01 -6.6951e+01  2.1635e+02  4.9623e+00 -2.9209e+01  2.2064e+02  1.4891e+00  4.3842e-04  9.3046e+04  9.3095e+04
plasreic	 O_Al	 8433	     17	  141.7	    803	-2.3916	  6.2250e-03  1.6900e+01  5.1280e+00  3.4647e-01  8.6776e+00  1.1571e+02  2.8627e+00  5.6840e-04  9.2677e+04  9.2726e+04
plasvinc	 O_Al	 8263	     21	  124.9	   1085	-2.3103	  5.2336e-02  1.8401e+01  3.8547e+01  7.3716e-01  2.6969e+01  8.4198e+01  2.8697e+00  9.5130e-04  8.7946e+04  8.7995e+04
plasviva	 O_Al	 15821	     16	  165.3	   2149	-2.5181	  1.9232e-01 -6.4521e+01  2.2521e+02  1.5915e+00 -9.0150e+01  2.3609e+02  5.9567e+00  3.5496e-04  1.8350e+05  1.8355e+05
